,codigo_ibge,nome_municipio,nome_uf
3482,3169406,Três Pontas,MG
3483,3169505,Tumiritinga,MG
3484,3169604,Tupaciguara,MG
3485,3169703,Turmalina,MG
3486,3169802,Turvolândia,MG
3487,3169901,Ubá,MG
3488,3170008,Ubaí,MG
3489,3170057,Ubaporanga,MG
3490,3170107,Uberaba,MG
3491,3170206,Uberlândia,MG
3492,3170305,Umburatiba,MG
3493,3170404,Unaí,MG
3494,3170438,União de Minas,MG
3495,3170479,Uruana de Minas,MG
3496,3170503,Urucânia,MG
3497,3170529,Urucuia,MG
3498,3170578,Vargem Alegre,MG
3499,3170602,Vargem Bonita,MG
3500,3170651,Vargem Grande do Rio Pardo,MG
3501,3170701,Varginha,MG
3502,3170750,Varjão de Minas,MG
3503,3170800,Várzea da Palma,MG
3504,3170909,Varzelândia,MG
3505,3171006,Vazante,MG
3506,3171030,Verdelândia,MG
3507,3171071,Veredinha,MG
3508,3171105,Veríssimo,MG
3509,3171154,Vermelho Novo,MG
3510,3171204,Vespasiano,MG
3511,3171303,Viçosa,MG
3512,3171402,Vieiras,MG
3513,3171501,Mathias Lobato,MG
3514,3171600,Virgem da Lapa,MG
3515,3171709,Virgínia,MG
3516,3171808,Virginópolis,MG
3517,3171907,Virgolândia,MG
3518,3172004,Visconde do Rio Branco,MG
3519,3172103,Volta Grande,MG
3520,3172202,Wenceslau Braz,MG
3521,3200102,Afonso Cláudio,ES
3522,3200136,Águia Branca,ES
3523,3200169,Água Doce do Norte,ES
3524,3200201,Alegre,ES
3525,3200300,Alfredo Chaves,ES
3526,3200359,Alto Rio Novo,ES
3527,3200409,Anchieta,ES
3528,3200508,Apiacá,ES
3529,3200607,Aracruz,ES
3530,3200706,Atilio Vivacqua,ES
3531,3200805,Baixo Guandu,ES
3532,3200904,Barra de São Francisco,ES
3533,3201001,Boa Esperança,ES
3534,3201100,Bom Jesus do Norte,ES
3535,3201159,Brejetuba,ES
3536,3201209,Cachoeiro de Itapemirim,ES
3537,3201308,Cariacica,ES
3538,3201407,Castelo,ES
3539,3201506,Colatina,ES
3540,3201605,Conceição da Barra,ES
3541,3201704,Conceição do Castelo,ES
3542,3201803,Divino de São Lourenço,ES
3543,3201902,Domingos Martins,ES
3544,3202009,Dores do Rio Preto,ES
3545,3202108,Ecoporanga,ES
3546,3202207,Fundão,ES
3547,3202256,Governador Lindenberg,ES
3548,3202306,Guaçuí,ES
3549,3202405,Guarapari,ES
3550,3202454,Ibatiba,ES
3551,3202504,Ibiraçu,ES
3552,3202553,Ibitirama,ES
3553,3202603,Iconha,ES
3554,3202652,Irupi,ES
3555,3202702,Itaguaçu,ES
3556,3202801,Itapemirim,ES
3557,4127809,Tomazina,PR
3558,4127858,Três Barras do Paraná,PR
3559,4127882,Tunas do Paraná,PR
3560,4127908,Tuneiras do Oeste,PR
3561,4127957,Tupãssi,PR
3562,4127965,Turvo,PR
3563,4128005,Ubiratã,PR
3564,4128104,Umuarama,PR
3565,4128203,União da Vitória,PR
3566,4128302,Uniflor,PR
3567,4128401,Uraí,PR
3568,4128500,Wenceslau Braz,PR
3569,4128534,Ventania,PR
3570,4128559,Vera Cruz do Oeste,PR
3571,4128609,Verê,PR
3572,4128625,Alto Paraiso,PR
3573,4128633,Doutor Ulysses,PR
3574,4128658,Virmond,PR
3575,4128708,Vitorino,PR
3576,4128807,Xambrê,PR
3577,4218301,Três Barras,SC
3578,4218350,Treviso,SC
3579,4218400,Treze de Maio,SC
3580,4218509,Treze Tílias,SC
3581,4218608,Trombudo Central,SC
3582,4218707,Tubarão,SC
3583,4218756,Tunápolis,SC
3584,4218806,Turvo,SC
3585,4218855,União do Oeste,SC
3586,4218905,Urubici,SC
3587,4218954,Urupema,SC
3588,4219002,Urussanga,SC
3589,4219101,Vargeão,SC
3590,4219150,Vargem,SC
3591,4219176,Vargem Bonita,SC
3592,4219200,Vidal Ramos,SC
3593,4219309,Videira,SC
3594,4219358,Vitor Meireles,SC
3595,4219408,Witmarsum,SC
3596,4219507,Xanxerê,SC
3597,4219606,Xavantina,SC
3598,4219705,Xaxim,SC
3599,4219853,Zortéa,SC
3600,4220000,Balneário Rincão,SC
3601,4300034,Aceguá,RS
3602,4300059,Água Santa,RS
3603,4300109,Agudo,RS
3604,4300208,Ajuricaba,RS
3605,4300307,Alecrim,RS
3606,4300406,Alegrete,RS
3607,4300455,Alegria,RS
3608,4300471,Almirante Tamandaré do Sul,RS
3609,4300505,Alpestre,RS
3610,4300554,Alto Alegre,RS
3611,4300570,Alto Feliz,RS
3612,4300604,Alvorada,RS
3613,4300638,Amaral Ferrador,RS
3614,4300646,Ametista do Sul,RS
3615,4300661,André da Rocha,RS
3616,4300703,Anta Gorda,RS
3617,4300802,Antônio Prado,RS
3618,4300851,Arambaré,RS
3619,4300877,Araricá,RS
3620,4300901,Aratiba,RS
3621,4301008,Arroio do Meio,RS
3622,4301057,Arroio do Sal,RS
3623,4301073,Arroio do Padre,RS
3624,4301107,Arroio dos Ratos,RS
3625,4301206,Arroio do Tigre,RS
3626,4301305,Arroio Grande,RS
3627,4301404,Arvorezinha,RS
3628,4301503,Augusto Pestana,RS
3629,4301552,Áurea,RS
3630,4301602,Bagé,RS
3631,4301636,Balneário Pinhal,RS
3632,4301651,Barão,RS
3633,4301701,Barão de Cotegipe,RS
3634,4301750,Barão do Triunfo,RS
3635,4301800,Barracão,RS
3636,4301859,Barra do Guarita,RS
3637,4301875,Barra do Quaraí,RS
3638,4301909,Barra do Ribeiro,RS
3639,4301925,Barra do Rio Azul,RS
3640,4301958,Barra Funda,RS
3641,4302006,Barros Cassal,RS
3642,4302055,Benjamin Constant do Sul,RS
3643,4302105,Bento Gonçalves,RS
3644,4302154,Boa Vista das Missões,RS
3645,4302204,Boa Vista do Buricá,RS
3646,4302220,Boa Vista do Cadeado,RS
3647,4302238,Boa Vista do Incra,RS
3648,4302253,Boa Vista do Sul,RS
3649,4302303,Bom Jesus,RS
3650,4302352,Bom Princípio,RS
3651,4302378,Bom Progresso,RS
3652,4302402,Bom Retiro do Sul,RS
3653,4302451,Boqueirão do Leão,RS
3654,4302501,Bossoroca,RS
3655,4302584,Bozano,RS
3656,4302600,Braga,RS
3657,4302659,Brochier,RS
3658,4302709,Butiá,RS
3659,4302808,Caçapava do Sul,RS
3660,4302907,Cacequi,RS
3661,4303004,Cachoeira do Sul,RS
3662,4303103,Cachoeirinha,RS
3663,4303202,Cacique Doble,RS
3664,4303301,Caibaté,RS
3665,4303400,Caiçara,RS
3666,4303509,Camaquã,RS
3667,4303558,Camargo,RS
3668,4303608,Cambará do Sul,RS
3669,4303673,Campestre da Serra,RS
3670,4303707,Campina das Missões,RS
3671,4303806,Campinas do Sul,RS
3672,4303905,Campo Bom,RS
3673,4304002,Campo Novo,RS
3674,4304101,Campos Borges,RS
3675,4304200,Candelária,RS
3676,4304309,Cândido Godói,RS
3677,4304358,Candiota,RS
3678,4304408,Canela,RS
3679,4304507,Canguçu,RS
3680,4304606,Canoas,RS
3681,4304614,Canudos do Vale,RS
3682,4304622,Capão Bonito do Sul,RS
3683,4304630,Capão da Canoa,RS
3684,4304655,Capão do Cipó,RS
3685,4304663,Capão do Leão,RS
3686,4304671,Capivari do Sul,RS
3687,4304689,Capela de Santana,RS
3688,4304697,Capitão,RS
3689,4304705,Carazinho,RS
3690,4304713,Caraá,RS
3691,4304804,Carlos Barbosa,RS
3692,4304853,Carlos Gomes,RS
3693,4304903,Casca,RS
3694,4304952,Caseiros,RS
3695,4305009,Catuípe,RS
3696,4305108,Caxias do Sul,RS
3697,4305116,Centenário,RS
3698,4305124,Cerrito,RS
3699,4305132,Cerro Branco,RS
3700,4305157,Cerro Grande,RS
3701,4305173,Cerro Grande do Sul,RS
3702,4305207,Cerro Largo,RS
3703,4305306,Chapada,RS
3704,4305355,Charqueadas,RS
3705,4305371,Charrua,RS
3706,4305405,Chiapetta,RS
3707,4305439,Chuí,RS
3708,4305447,Chuvisca,RS
3709,4305454,Cidreira,RS
3710,4305504,Ciríaco,RS
3711,4305587,Colinas,RS
3712,4305603,Colorado,RS
3713,4305702,Condor,RS
3714,4305801,Constantina,RS
3715,4305835,Coqueiro Baixo,RS
3716,4305850,Coqueiros do Sul,RS
3717,4305871,Coronel Barros,RS
3718,4305900,Coronel Bicaco,RS
3719,4305934,Coronel Pilar,RS
3720,4305959,Cotiporã,RS
3721,4305975,Coxilha,RS
3722,4306007,Crissiumal,RS
3723,4306056,Cristal,RS
3724,4306072,Cristal do Sul,RS
3725,4306106,Cruz Alta,RS
3726,4306130,Cruzaltense,RS
3727,4306205,Cruzeiro do Sul,RS
3728,4306304,David Canabarro,RS
3729,4306320,Derrubadas,RS
3730,4306353,Dezesseis de Novembro,RS
3731,4306379,Dilermando de Aguiar,RS
3732,4306403,Dois Irmãos,RS
3733,4306429,Dois Irmãos das Missões,RS
3734,4306452,Dois Lajeados,RS
3735,3159902,Santo Antônio do Amparo,MG
3736,3160009,Santo Antônio do Aventureiro,MG
3737,3160108,Santo Antônio do Grama,MG
3738,3160207,Santo Antônio do Itambé,MG
3739,3160306,Santo Antônio do Jacinto,MG
3740,3160405,Santo Antônio do Monte,MG
3741,3160454,Santo Antônio do Retiro,MG
3742,3160504,Santo Antônio do Rio Abaixo,MG
3743,3160603,Santo Hipólito,MG
3744,3160702,Santos Dumont,MG
3745,3160801,São Bento Abade,MG
3746,3160900,São Brás do Suaçuí,MG
3747,3160959,São Domingos das Dores,MG
3748,3161007,São Domingos do Prata,MG
3749,3161056,São Félix de Minas,MG
3750,3161106,São Francisco,MG
3751,3161205,São Francisco de Paula,MG
3752,3161304,São Francisco de Sales,MG
3753,3161403,São Francisco do Glória,MG
3754,3161502,São Geraldo,MG
3755,3161601,São Geraldo da Piedade,MG
3756,3161650,São Geraldo do Baixio,MG
3757,3161700,São Gonçalo do Abaeté,MG
3758,3161809,São Gonçalo do Pará,MG
3759,3161908,São Gonçalo do Rio Abaixo,MG
3760,3162005,São Gonçalo do Sapucaí,MG
3761,3162104,São Gotardo,MG
3762,3162203,São João Batista do Glória,MG
3763,3162252,São João da Lagoa,MG
3764,3162302,São João da Mata,MG
3765,3162401,São João da Ponte,MG
3766,3162450,São João das Missões,MG
3767,3162500,São João del Rei,MG
3768,3162559,São João do Manhuaçu,MG
3769,3162575,São João do Manteninha,MG
3770,3162609,São João do Oriente,MG
3771,3162658,São João do Pacuí,MG
3772,3162708,São João do Paraíso,MG
3773,3304144,Queimados,RJ
3774,3304151,Quissamã,RJ
3775,3304201,Resende,RJ
3776,3304300,Rio Bonito,RJ
3777,3304409,Rio Claro,RJ
3778,3304508,Rio das Flores,RJ
3779,3304524,Rio das Ostras,RJ
3780,3304557,Rio de Janeiro,RJ
3781,3304607,Santa Maria Madalena,RJ
3782,3304706,Santo Antônio de Pádua,RJ
3783,3304755,São Francisco de Itabapoana,RJ
3784,3304805,São Fidélis,RJ
3785,3304904,São Gonçalo,RJ
3786,3305000,São João da Barra,RJ
3787,3305109,São João de Meriti,RJ
3788,3305133,São José de Ubá,RJ
3789,3305158,São José do Vale do Rio Preto,RJ
3790,3305208,São Pedro da Aldeia,RJ
3791,3305307,São Sebastião do Alto,RJ
3792,3305406,Sapucaia,RJ
3793,3305505,Saquarema,RJ
3794,3305554,Seropédica,RJ
3795,3305604,Silva Jardim,RJ
3796,3305703,Sumidouro,RJ
3797,3305752,Tanguá,RJ
3798,3305802,Teresópolis,RJ
3799,3305901,Trajano de Moreis,RJ
3800,3306008,Três Rios,RJ
3801,3306107,Valença,RJ
3802,3306156,Varre-Sai,RJ
3803,3306206,Vassouras,RJ
3804,3306305,Volta Redonda,RJ
3805,3400105,Adamantina,SP
3806,3400204,Adolfo,SP
3807,3400303,Aguaí,SP
3808,3400402,Águas da Prata,SP
3809,3400501,Águas de Lindóia,SP
3810,3400550,Águas de Santa Bárbara,SP
3811,3400600,Águas de São Pedro,SP
3812,3400709,Agudos,SP
3813,3400758,Alambari,SP
3814,3400808,Alfredo Marcondes,SP
3815,3400907,Altair,SP
3816,3401004,Altinópolis,SP
3817,3401103,Alto Alegre,SP
3818,3401152,Alumínio,SP
3819,3401202,Álvares Florence,SP
3820,3401301,Álvares Machado,SP
3821,3401400,Álvaro de Carvalho,SP
3822,3401509,Alvinlândia,SP
3823,3401608,Americana,SP
3824,3401707,Américo Brasiliense,SP
3825,3401806,Américo de Campos,SP
3826,3401905,Amparo,SP
3827,3402002,Analândia,SP
3828,3402101,Andradina,SP
3829,3402200,Angatuba,SP
3830,3402309,Anhembi,SP
3831,3402408,Anhumas,SP
3832,3402507,Aparecida,SP
3833,3402606,Aparecida d'Oeste,SP
3834,3402705,Apiaí,SP
3835,3402754,Araçariguama,SP
3836,3402804,Araçatuba,SP
3837,3402903,Araçoiaba da Serra,SP
3838,3403000,Aramina,SP
3839,3403109,Arandu,SP
3840,3403158,Arapeí,SP
3841,3403208,Araraquara,SP
3842,3403307,Araras,SP
3843,4216701,São José do Cedro,SC
3844,4216800,São José do Cerrito,SC
3845,4216909,São Lourenço do Oeste,SC
3846,4217006,São Ludgero,SC
3847,4217105,São Martinho,SC
3848,4217154,São Miguel da Boa Vista,SC
3849,4217204,São Miguel do Oeste,SC
3850,4217253,São Pedro de Alcântara,SC
3851,4217303,Saudades,SC
3852,4217402,Schroeder,SC
3853,4217501,Seara,SC
3854,4217550,Serra Alta,SC
3855,4217600,Siderópolis,SC
3856,4217709,Sombrio,SC
3857,4217758,Sul Brasil,SC
3858,4217808,Taió,SC
3859,4217907,Tangará,SC
3860,4217956,Tigrinhos,SC
3861,4218004,Tijucas,SC
3862,4218103,Timbé do Sul,SC
3863,4218202,Timbó,SC
3864,4218251,Timbó Grande,SC
3865,5104542,Itanhangá,MT
3866,5100201,Água Boa,MT
3867,5100250,Alta Floresta,MT
3868,5100300,Alto Araguaia,MT
3869,5100359,Alto Boa Vista,MT
3870,5100409,Alto Garças,MT
3871,5100508,Alto Paraguai,MT
3872,5100607,Alto Taquari,MT
3873,5100805,Apiacás,MT
3874,5101001,Araguaiana,MT
3875,5101209,Araguainha,MT
3876,5101258,Araputanga,MT
3877,5101308,Arenápolis,MT
3878,5101407,Aripuanã,MT
3879,5101605,Barão de Melgaço,MT
3880,5101704,Barra do Bugres,MT
3881,5101803,Barra do Garças,MT
3882,5101852,Bom Jesus do Araguaia,MT
3883,5101902,Brasnorte,MT
3884,5102504,Cáceres,MT
3885,5102603,Campinápolis,MT
3886,5102637,Campo Novo do Parecis,MT
3887,5102678,Campo Verde,MT
3888,5102686,Campos de Júlio,MT
3889,5102694,Canabrava do Norte,MT
3890,5102702,Canarana,MT
3891,5102793,Carlinda,MT
3892,5102850,Castanheira,MT
3893,5103007,Chapada dos Guimarães,MT
3894,5103056,Cláudia,MT
3895,5103106,Cocalinho,MT
3896,5103205,Colíder,MT
3897,5103254,Colniza,MT
3898,5103304,Comodoro,MT
3899,5103353,Confresa,MT
3900,5103361,Conquista D'Oeste,MT
3901,5103379,Cotriguaçu,MT
3902,5103403,Cuiabá,MT
3903,5103437,Curvelândia,MT
3904,5103452,Denise,MT
3905,5103502,Diamantino,MT
3906,5103601,Dom Aquino,MT
3907,5103700,Feliz Natal,MT
3908,5103809,Figueirópolis D'Oeste,MT
3909,5103858,Gaúcha do Norte,MT
3910,5103908,General Carneiro,MT
3911,5103957,Glória D'Oeste,MT
3912,5104104,Guarantã do Norte,MT
3913,5104203,Guiratinga,MT
3914,5104500,Indiavaí,MT
3915,5104559,Itaúba,MT
3916,5104609,Itiquira,MT
3917,5104807,Jaciara,MT
3918,5104906,Jangada,MT
3919,5105002,Jauru,MT
3920,5105101,Juara,MT
3921,5105150,Juína,MT
3922,5105176,Juruena,MT
3923,5105200,Juscimeira,MT
3924,5105234,Lambari D'Oeste,MT
3925,5105259,Lucas do Rio Verde,MT
3926,5105309,Luciára,MT
3927,5105507,Vila Bela da Santíssima Trindade,MT
3928,5105580,Marcelândia,MT
3929,5105606,Matupá,MT
3930,5105622,Mirassol d'Oeste,MT
3931,5105903,Nobres,MT
3932,5106000,Nortelândia,MT
3933,5106109,Nossa Senhora do Livramento,MT
3934,5106158,Nova Bandeirantes,MT
3935,5106174,Nova Nazaré,MT
3936,5106182,Nova Lacerda,MT
3937,5106190,Nova Santa Helena,MT
3938,5106208,Nova Brasilândia,MT
3939,5106216,Nova Canaã do Norte,MT
3940,5106224,Nova Mutum,MT
3941,5106232,Nova Olímpia,MT
3942,5106240,Nova Ubiratã,MT
3943,5106257,Nova Xavantina,MT
3944,5106265,Novo Mundo,MT
3945,5106273,Novo Horizonte do Norte,MT
3946,5106281,Novo São Joaquim,MT
3947,5106299,Paranaíta,MT
3948,5106307,Paranatinga,MT
3949,5106315,Novo Santo Antônio,MT
3950,5106372,Pedra Preta,MT
3951,5106422,Peixoto de Azevedo,MT
3952,5106455,Planalto da Serra,MT
3953,5106505,Poconé,MT
3954,5106653,Pontal do Araguaia,MT
3955,5106703,Ponte Branca,MT
3956,5106752,Pontes e Lacerda,MT
3957,5106778,Porto Alegre do Norte,MT
3958,5106802,Porto dos Gaúchos,MT
3959,5106828,Porto Esperidião,MT
3960,5106851,Porto Estrela,MT
3961,5107008,Poxoréo,MT
3962,5107040,Primavera do Leste,MT
3963,5107065,Querência,MT
3964,5107107,São José dos Quatro Marcos,MT
3965,5107156,Reserva do Cabaçal,MT
3966,5107180,Ribeirão Cascalheira,MT
3967,5107198,Ribeirãozinho,MT
3968,5107206,Rio Branco,MT
3969,5107248,Santa Carmem,MT
3970,5107263,Santo Afonso,MT
3971,5107297,São José do Povo,MT
3972,5107305,São José do Rio Claro,MT
3973,5107354,São José do Xingu,MT
3974,5107404,São Pedro da Cipa,MT
3975,5107578,Rondolândia,MT
3976,5107602,Rondonópolis,MT
3977,5107701,Rosário Oeste,MT
3978,5107743,Santa Cruz do Xingu,MT
3979,5107750,Salto do Céu,MT
3980,5107768,Santa Rita do Trivelato,MT
3981,5107776,Santa Terezinha,MT
3982,5107792,Santo Antônio do Leste,MT
3983,5107800,Santo Antônio do Leverger,MT
3984,5107859,São Félix do Araguaia,MT
3985,5107875,Sapezal,MT
3986,5107883,Serra Nova Dourada,MT
3987,5107909,Sinop,MT
3988,5107925,Sorriso,MT
3989,5107941,Tabaporã,MT
3990,5107958,Tangará da Serra,MT
3991,5108006,Tapurah,MT
3992,5108055,Terra Nova do Norte,MT
3993,5108105,Tesouro,MT
3994,5108204,Torixoréu,MT
3995,5108303,União do Sul,MT
3996,5108352,Vale de São Domingos,MT
3997,5108402,Várzea Grande,MT
3998,5108501,Vera,MT
3999,5108600,Vila Rica,MT
4000,5108808,Nova Guarita,MT
4001,5108857,Nova Marilândia,MT
4002,5108907,Nova Maringá,MT
4003,5108956,Nova Monte Verde,MT
4004,5200203,Água Clara,MS
4005,5200252,Alcinópolis,MS
4006,5200609,Amambaí,MS
4007,5200708,Anastácio,MS
4008,5200807,Anaurilândia,MS
4009,5200856,Angélica,MS
4010,3408306,Cabrália Paulista,SP
4011,3408405,Cabreúva,SP
4012,3408504,Caçapava,SP
4013,3408603,Cachoeira Paulista,SP
4014,3408702,Caconde,SP
4015,3408801,Cafelândia,SP
4016,3408900,Caiabu,SP
4017,3409007,Caieiras,SP
4018,3409106,Caiuá,SP
4019,3409205,Cajamar,SP
4020,3409254,Cajati,SP
4021,3409304,Cajobi,SP
4022,3409403,Cajuru,SP
4023,3409452,Campina do Monte Alegre,SP
4024,3409502,Campinas,SP
4025,3409601,Campo Limpo Paulista,SP
4026,3409700,Campos do Jordão,SP
4027,3409809,Campos Novos Paulista,SP
4028,3409908,Cananéia,SP
4029,3409957,Canas,SP
4030,3410005,Cândido Mota,SP
4031,3410104,Cândido Rodrigues,SP
4032,3410153,Canitar,SP
4033,3410203,Capão Bonito,SP
4034,3410302,Capela do Alto,SP
4035,3410401,Capivari,SP
4036,3410500,Caraguatatuba,SP
4037,3410609,Carapicuíba,SP
4038,3410708,Cardoso,SP
4039,3410807,Casa Branca,SP
4040,3410906,Cássia dos Coqueiros,SP
4041,3411003,Castilho,SP
4042,3411102,Catanduva,SP
4043,3411201,Catiguá,SP
4044,3411300,Cedral,SP
4045,3411409,Cerqueira César,SP
4046,3411508,Cerquilho,SP
4047,3411607,Cesário Lange,SP
4048,3411706,Charqueada,SP
4049,3411904,Clementina,SP
4050,3412001,Colina,SP
4051,3412100,Colômbia,SP
4052,3412209,Conchal,SP
4053,3412308,Conchas,SP
4054,3412407,Cordeirópolis,SP
4055,3412506,Coroados,SP
4056,3412605,Coronel Macedo,SP
4057,3412704,Corumbataí,SP
4058,3412803,Cosmópolis,SP
4059,3412902,Cosmorama,SP
4060,3413009,Cotia,SP
4061,3413108,Cravinhos,SP
4062,3413207,Cristais Paulista,SP
4063,3413306,Cruzália,SP
4064,3413405,Cruzeiro,SP
4065,3413504,Cubatão,SP
4066,3413603,Cunha,SP
4067,3413702,Descalvado,SP
4068,3413801,Diadema,SP
4069,3413850,Dirce Reis,SP
4070,3413900,Divinolândia,SP
4071,3414007,Dobrada,SP
4072,3414106,Dois Córregos,SP
4073,3414205,Dolcinópolis,SP
4074,3414304,Dourado,SP
4075,3414403,Dracena,SP
4076,3414502,Duartina,SP
4077,3414601,Dumont,SP
4078,3414700,Echaporã,SP
4079,3414809,Eldorado,SP
4080,3414908,Elias Fausto,SP
4081,3414924,Elisiário,SP
4082,3414957,Embaúba,SP
4083,3415004,Embu,SP
4084,3415103,Embu-Guaçu,SP
4085,3415129,Emilianópolis,SP
4086,3415152,Engenheiro Coelho,SP
4087,3415186,Espírito Santo do Pinhal,SP
4088,3415194,Espírito Santo do Turvo,SP
4089,3415202,Estrela d'Oeste,SP
4090,3415301,Estrela do Norte,SP
4091,3415350,Euclides da Cunha Paulista,SP
4092,3415400,Fartura,SP
4093,3415509,Fernandópolis,SP
4094,3415608,Fernando Prestes,SP
4095,3415657,Fernão,SP
4096,3415707,Ferraz de Vasconcelos,SP
4097,3415806,Flora Rica,SP
4098,3415905,Floreal,SP
4099,3416002,Flórida Paulista,SP
4100,3416101,Florínia,SP
4101,3416200,Franca,SP
4102,3416309,Francisco Morato,SP
4103,3416408,Franco da Rocha,SP
4104,3416507,Gabriel Monteiro,SP
4105,3416606,Gália,SP
4106,3416705,Garça,SP
4107,3416804,Gastão Vidigal,SP
4108,3416853,Gavião Peixoto,SP
4109,3416903,General Salgado,SP
4110,3417000,Getulina,SP
4111,3417109,Glicério,SP
4112,3417208,Guaiçara,SP
4113,3417307,Guaimbê,SP
4114,3417406,Guaíra,SP
4115,3417505,Guapiaçu,SP
4116,3417604,Guapiara,SP
4117,3417703,Guará,SP
4118,3417802,Guaraçaí,SP
4119,3417901,Guaraci,SP
4120,3418008,Guarani d'Oeste,SP
4121,3418107,Guarantã,SP
4122,3418206,Guararapes,SP
4123,3418305,Guararema,SP
4124,3418404,Guaratinguetá,SP
4125,3418503,Guareí,SP
4126,3418602,Guariba,SP
4127,3418701,Guarujá,SP
4128,3418800,Guarulhos,SP
4129,3418859,Guatapará,SP
4130,3418909,Guzolândia,SP
4131,3419006,Herculândia,SP
4132,3419055,Holambra,SP
4133,3419071,Hortolândia,SP
4134,3419105,Iacanga,SP
4135,3419204,Iacri,SP
4136,3419253,Iaras,SP
4137,3419303,Ibaté,SP
4138,3419402,Ibirá,SP
4139,3419501,Ibirarema,SP
4140,3419600,Ibitinga,SP
4141,3419709,Ibiúna,SP
4142,3419808,Icém,SP
4143,3419907,Iepê,SP
4144,3420004,Igaraçu do Tietê,SP
4145,5200906,Antônio João,MS
4146,5201003,Aparecida do Taboado,MS
4147,5201102,Aquidauana,MS
4148,5201243,Aral Moreira,MS
4149,5201508,Bandeirantes,MS
4150,5201904,Bataguassu,MS
4151,5202001,Batayporã,MS
4152,5202100,Bela Vista,MS
4153,5202159,Bodoquena,MS
4154,5202209,Bonito,MS
4155,5202308,Brasilândia,MS
4156,5202407,Caarapó,MS
4157,5202605,Camapuã,MS
4158,5202704,Campo Grande,MS
4159,5202803,Caracol,MS
4160,5202902,Cassilândia,MS
4161,5202951,Chapadão do Sul,MS
4162,5203108,Corguinho,MS
4163,5203157,Coronel Sapucaia,MS
4164,5203207,Corumbá,MS
4165,5203256,Costa Rica,MS
4166,5203306,Coxim,MS
4167,5203454,Deodápolis,MS
4168,5203488,Dois Irmãos do Buriti,MS
4169,5203504,Douradina,MS
4170,5203702,Dourados,MS
4171,5203751,Eldorado,MS
4172,5203801,Fátima do Sul,MS
4173,5204007,Glória de Dourados,MS
4174,5204106,Guia Lopes da Laguna,MS
4175,5204304,Iguatemi,MS
4176,5204403,Inocência,MS
4177,5204502,Itaporã,MS
4178,5204601,Itaquiraí,MS
4179,5204700,Ivinhema,MS
4180,5204809,Japorã,MS
4181,5204908,Jaraguari,MS
4182,5205004,Jardim,MS
4183,5205103,Jateí,MS
4184,5205152,Juti,MS
4185,5205202,Ladário,MS
4186,5205251,Laguna Carapã,MS
4187,5205400,Maracaju,MS
4188,5205608,Miranda,MS
4189,5205681,Mundo Novo,MS
4190,5205707,Naviraí,MS
4191,5205806,Nioaque,MS
4192,5206002,Nova Alvorada do Sul,MS
4193,5206200,Nova Andradina,MS
4194,5206259,Novo Horizonte do Sul,MS
4195,5206275,Paraíso das Águas,MS
4196,5206309,Paranaíba,MS
4197,5206358,Paranhos,MS
4198,5206408,Pedro Gomes,MS
4199,5206606,Ponta Porã,MS
4200,5206903,Porto Murtinho,MS
4201,5207109,Ribas do Rio Pardo,MS
4202,5207208,Rio Brilhante,MS
4203,5207307,Rio Negro,MS
4204,5207406,Rio Verde de Mato Grosso,MS
4205,5207505,Rochedo,MS
4206,5207554,Santa Rita do Pardo,MS
4207,5207695,São Gabriel do Oeste,MS
4208,5207703,Sete Quedas,MS
4209,5207802,Selvíria,MS
4210,5207901,Sidrolândia,MS
4211,5207935,Sonora,MS
4212,5207950,Tacuru,MS
4213,5207976,Taquarussu,MS
4214,5208008,Terenos,MS
4215,5208305,Três Lagoas,MS
4216,5208404,Vicentina,MS
4217,5300050,Abadia de Goiás,GO
4218,5300100,Abadiânia,GO
4219,5300134,Acreúna,GO
4220,5300159,Adelândia,GO
4221,5300175,Água Fria de Goiás,GO
4222,5300209,Água Limpa,GO
4223,5300258,Águas Lindas de Goiás,GO
4224,5300308,Alexânia,GO
4225,5300506,Aloândia,GO
4226,5300555,Alto Horizonte,GO
4227,5300605,Alto Paraíso de Goiás,GO
4228,5300803,Alvorada do Norte,GO
4229,5300829,Amaralina,GO
4230,5300852,Americano do Brasil,GO
4231,5300902,Amorinópolis,GO
4232,5301108,Anápolis,GO
4233,5301207,Anhanguera,GO
4234,5301306,Anicuns,GO
4235,5301405,Aparecida de Goiânia,GO
4236,5301454,Aparecida do Rio Doce,GO
4237,5301504,Aporé,GO
4238,5301603,Araçu,GO
4239,5301702,Aragarças,GO
4240,5301801,Aragoiânia,GO
4241,5302155,Araguapaz,GO
4242,5302353,Arenópolis,GO
4243,5302502,Aruanã,GO
4244,5302601,Aurilândia,GO
4245,5302809,Avelinópolis,GO
4246,5303104,Baliza,GO
4247,5303203,Barro Alto,GO
4248,5303302,Bela Vista de Goiás,GO
4249,5303401,Bom Jardim de Goiás,GO
4250,5303500,Bom Jesus de Goiás,GO
4251,5303559,Bonfinópolis,GO
4252,5303575,Bonópolis,GO
4253,5303609,Brazabrantes,GO
4254,5303807,Britânia,GO
4255,5303906,Buriti Alegre,GO
4256,5303939,Buriti de Goiás,GO
4257,5303962,Buritinópolis,GO
4258,5304003,Cabeceiras,GO
4259,5304102,Cachoeira Alta,GO
4260,5304201,Cachoeira de Goiás,GO
4261,5304250,Cachoeira Dourada,GO
4262,5304300,Caçu,GO
